# 30/12/2023 10:07:00 AM: Prices - EPEX Spot Market Auction - switzerland - Currency: EUR
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Minimum,Maximum,Middle-Night,Early Morning,Late Morning,Early Afternoon,Rush Hour,Off-Peak 2,Baseload,Peakload,Night,Off-Peak 1,Business,Offpeak,Morning,High Noon,Afternoon,Evening,Sunpeak
04/08/2023,83.31,74.96,71.26,,69.81,70.14,80.41,89.54,92.68,96.35,94.12,86.91,83.83,80.45,75.42,70.09,70.34,73.93,85.03,94.11,99.61,104.01,108.27,103.32,97.42,69.81,108.27,74.84,83.19,90.30,74.08,88.17,103.26,85.64,84.18,74.98,79.01,82.19,87.09,93.17,81.65,74.85,101.12,77.84
03/08/2023,42.10,35.44,25.03,,58.20,57.74,59.07,62.05,63.70,61.79,54.26,57.98,57.94,52.77,50.81,50.04,52.23,57.93,62.09,70.78,85.01,90.32,90.03,88.38,83.27,25.03,90.32,40.19,60.64,57.99,51.46,68.95,88.00,61.21,59.47,46.26,50.42,54.73,62.94,60.45,54.88,55.57,84.63,53.63
02/08/2023,75.26,68.83,66.53,,67.12,68.34,74.34,91.24,91.92,92.68,87.36,84.36,77.34,66.56,64.21,59.48,62.07,62.28,65.96,75.05,78.28,83.13,79.47,73.91,65.19,59.48,92.68,69.44,81.46,85.44,63.08,70.39,75.43,74.20,72.97,70.07,75.45,74.26,75.44,90.80,73.12,62.45,75.84,69.00
01/08/2023,71.65,69.10,66.82,,64.06,64.07,69.01,79.85,88.70,89.11,87.54,85.22,80.33,75.48,71.62,68.87,67.36,68.46,72.05,85.45,98.05,102.08,102.50,99.31,94.18,64.06,102.50,67.91,75.41,85.55,70.83,81.00,99.52,80.04,79.13,67.45,71.66,78.19,80.94,86.30,78.16,69.19,96.93,74.81
31/07/2023,66.46,56.06,50.03,,46.51,43.88,58.42,75.65,86.40,85.08,79.76,69.25,63.48,60.78,56.81,55.01,57.98,61.56,72.10,84.26,90.90,94.19,93.97,92.07,86.42,43.88,94.19,54.77,66.09,74.39,57.65,77.21,91.66,70.29,69.75,53.56,60.43,66.02,70.84,81.72,62.58,61.66,90.30,60.55
30/07/2023,83.73,74.94,65.22,,54.47,47.02,46.15,46.85,38.15,32.16,14.85,14.35,14.22,4.92,-6.37,-14.73,0.04,0.50,13.06,51.93,72.30,85.06,88.60,88.12,84.02,-14.73,88.60,69.59,44.54,18.90,-4.04,34.45,86.45,41.65,16.44,61.92,57.07,7.43,66.86,33.00,6.78,-0.28,78.34,2.07
29/07/2023,95.83,89.88,85.50,,81.80,80.40,80.05,80.89,82.94,80.58,77.33,72.97,69.11,69.00,67.61,66.44,67.65,66.76,69.07,80.35,90.14,94.97,95.90,93.81,89.10,66.44,95.90,88.25,81.07,75.00,67.68,76.58,93.45,80.34,73.08,85.58,84.66,71.34,87.59,80.44,69.67,67.48,90.71,68.80
28/07/2023,89.36,84.77,82.09,,80.00,79.93,88.04,96.79,104.31,109.31,101.26,95.96,89.05,82.05,78.96,75.19,76.84,78.85,88.79,100.03,108.05,110.40,108.89,108.26,99.94,75.19,110.40,84.06,92.27,98.90,78.26,93.93,106.87,92.38,90.36,84.03,88.16,88.58,94.40,102.92,86.51,79.92,105.93,83.01
27/07/2023,93.48,86.07,82.58,,79.93,79.56,85.15,96.78,105.06,106.07,102.45,96.08,94.16,90.10,89.10,87.19,87.25,87.41,96.81,99.60,105.03,109.64,107.96,105.91,99.52,79.56,109.64,85.52,91.64,99.69,88.41,97.21,105.76,94.70,95.10,84.46,88.58,94.05,94.30,102.59,92.36,89.67,104.61,90.65
26/07/2023,99.46,91.83,86.88,,83.70,83.92,87.64,102.03,109.06,111.44,103.01,93.69,88.38,86.43,81.65,79.70,79.58,84.06,89.65,103.75,118.07,123.37,120.63,112.59,101.78,79.58,123.37,90.47,95.66,99.13,81.84,98.88,114.59,96.76,93.28,88.91,93.07,90.49,100.24,106.39,87.54,83.25,113.37,84.91
25/07/2023,88.37,84.04,80.79,,80.21,80.09,87.12,97.00,101.10,104.75,101.50,97.24,91.09,86.92,83.12,82.08,83.64,84.20,86.97,94.11,105.58,116.08,116.83,107.91,100.17,80.09,116.83,83.35,91.33,98.65,83.94,92.72,110.25,93.37,91.77,83.44,87.34,91.29,94.98,101.09,89.59,84.22,106.78,87.35
24/07/2023,75.76,73.94,73.85,,73.89,73.90,83.57,97.14,103.33,105.73,92.29,88.49,85.25,79.29,76.07,75.65,75.65,76.44,79.74,88.29,103.86,105.87,103.96,103.96,95.98,73.85,105.87,74.36,89.49,92.94,76.67,87.08,102.44,87.16,85.56,75.82,81.92,84.80,88.76,99.62,82.28,76.87,100.32,80.07
23/07/2023,85.47,75.60,68.82,,56.73,46.87,52.06,39.72,11.29,12.70,12.11,0.96,-0.90,0.87,-8.45,-9.92,-3.39,5.14,27.16,75.35,81.97,89.96,93.17,96.23,90.16,-9.92,96.23,71.66,37.49,6.22,-5.22,47.41,92.38,41.65,16.13,64.26,54.57,0.50,67.17,18.96,-1.88,4.75,87.81,-3.47
22/07/2023,99.77,87.50,84.84,,84.01,83.10,81.95,82.96,83.96,81.89,76.27,72.61,67.44,48.37,32.51,24.23,41.53,52.63,75.91,83.92,98.01,105.79,105.75,104.12,95.71,24.23,105.79,89.03,82.99,74.55,36.66,77.62,102.84,77.28,62.94,86.86,86.01,55.61,91.62,81.27,55.23,48.58,98.88,47.78
21/07/2023,103.32,96.30,91.92,,91.05,92.03,96.80,105.39,104.37,111.31,102.53,94.06,87.30,85.10,82.82,80.47,80.68,83.05,89.35,95.76,106.09,106.65,106.09,105.43,100.08,80.47,111.31,95.65,99.65,98.80,82.27,93.56,104.56,95.75,91.54,95.24,97.65,90.53,99.95,105.90,87.32,83.39,103.35,85.07
20/07/2023,96.70,89.34,85.49,,84.24,84.19,88.69,102.69,111.75,103.21,91.21,83.67,81.39,79.65,76.32,75.09,76.00,78.99,82.40,97.48,119.70,128.83,122.54,117.46,105.05,75.09,128.83,88.94,96.83,89.87,76.77,94.64,118.47,94.25,87.09,88.11,92.89,83.32,101.41,102.22,80.26,78.12,115.18,78.69
19/07/2023,105.50,98.80,94.35,,92.03,91.19,98.68,100.64,105.67,115.04,99.05,91.57,83.57,80.72,79.35,79.90,79.81,79.09,81.08,91.27,120.70,135.27,134.25,119.97,106.58,79.09,135.27,97.67,99.05,97.31,79.95,93.04,124.02,98.50,90.10,96.76,98.36,88.63,106.91,105.10,83.80,79.97,118.01,82.49
18/07/2023,97.81,90.32,86.48,,86.11,86.25,91.53,104.90,111.62,108.05,96.51,90.11,87.78,84.06,84.00,79.84,80.79,86.98,99.70,118.01,123.45,115.07,118.00,120.62,111.38,79.84,123.45,90.18,98.58,95.61,82.17,107.04,116.27,98.31,94.94,89.75,94.38,88.89,101.67,105.27,86.49,86.83,117.76,84.43
17/07/2023,79.27,71.43,71.13,,70.59,71.12,76.08,94.62,101.95,99.46,92.16,78.51,75.86,77.44,76.48,76.53,75.97,80.31,81.23,85.95,105.02,113.46,114.85,107.96,100.87,70.59,114.85,73.11,85.94,86.50,76.61,88.13,109.29,86.59,83.74,73.27,79.52,81.55,89.44,97.05,77.07,78.51,104.69,76.80
16/07/2023,43.34,22.69,14.39,,9.53,9.57,7.62,11.15,13.18,9.90,35.27,42.11,22.46,0.50,-4.94,-18.51,-12.69,1.04,22.56,53.92,77.07,103.88,106.07,109.05,99.93,-18.51,109.05,22.49,10.38,27.44,-8.91,38.65,104.73,32.46,19.06,17.86,16.43,9.26,45.87,17.38,15.03,-1.90,91.65,4.82
15/07/2023,71.49,67.76,62.08,,62.02,61.91,62.01,64.77,61.92,57.67,49.06,40.00,22.61,19.54,12.62,16.54,23.33,41.05,59.55,73.39,80.16,80.41,81.94,78.45,71.89,12.62,81.94,65.84,62.65,42.34,18.01,63.54,78.17,55.09,41.29,64.55,64.25,30.17,68.89,58.36,23.69,35.12,77.71,22.44
14/07/2023,104.01,93.92,90.36,,87.75,89.77,94.00,103.96,107.46,99.98,90.46,85.71,81.94,79.06,75.67,73.90,77.17,81.31,94.15,106.86,106.33,107.05,107.03,104.49,93.25,73.90,107.46,94.01,98.80,89.52,76.45,97.16,102.96,93.15,87.71,93.30,96.40,82.99,98.59,100.47,80.60,81.63,104.17,78.91
13/07/2023,98.99,94.54,91.46,,89.65,89.98,94.50,109.73,120.92,120.17,103.06,93.04,91.38,89.49,86.83,84.94,83.54,89.82,89.07,101.00,125.03,139.18,138.56,128.10,116.14,83.54,139.18,93.66,103.78,101.91,86.20,101.23,130.50,102.88,96.45,93.19,98.72,94.06,109.31,113.47,90.19,86.84,124.67,88.20
12/07/2023,98.56,93.49,90.11,,85.76,86.24,91.54,101.10,111.73,107.43,96.63,90.83,92.51,92.68,93.84,94.05,94.35,94.01,91.98,99.81,120.57,122.07,122.01,119.73,112.16,85.76,122.07,91.98,97.65,96.85,93.73,101.59,118.99,100.13,97.39,90.95,94.82,95.29,102.88,104.22,92.47,93.60,116.06,93.04
11/07/2023,123.41,110.91,102.27,,99.71,99.31,106.44,120.49,125.03,124.14,107.29,100.33,98.39,95.94,92.68,92.58,93.77,96.01,98.37,121.01,147.90,150.76,141.19,129.96,112.31,92.58,150.76,109.08,112.82,107.54,93.74,115.82,133.56,112.09,105.70,107.01,110.95,100.64,118.48,119.24,96.84,95.18,133.86,95.62
10/07/2023,103.06,97.07,95.27,,93.19,92.94,95.34,113.11,127.06,123.13,105.05,99.01,94.81,90.03,88.16,87.05,90.27,91.77,98.57,114.63,149.49,161.64,149.34,141.45,126.37,87.05,161.64,97.15,107.11,105.50,88.88,113.62,144.70,109.49,102.66,96.15,102.13,97.19,116.32,117.09,93.00,91.92,140.49,91.56
09/07/2023,103.36,95.08,92.67,,88.44,86.79,84.16,82.69,84.25,86.09,74.09,56.79,37.02,28.87,16.34,17.02,49.93,73.64,86.11,101.77,122.41,137.41,139.93,136.21,121.70,16.34,139.93,94.89,84.47,63.50,28.04,95.98,133.81,83.45,62.51,91.75,89.68,45.77,104.39,81.78,34.76,56.68,126.57,34.33
08/07/2023,96.00,88.08,85.87,,83.60,83.50,82.34,85.05,86.49,85.02,74.80,62.35,48.04,26.67,15.39,14.31,20.17,55.38,80.66,98.91,118.01,126.10,126.70,120.75,107.34,14.31,126.70,88.39,84.35,67.55,19.14,88.24,120.22,77.98,58.31,86.57,86.37,43.34,97.65,82.84,38.11,42.63,116.30,31.16
07/07/2023,104.59,98.92,96.08,,94.83,94.03,101.22,109.44,114.49,118.93,104.65,91.95,84.62,80.01,74.46,72.50,73.04,80.62,89.81,107.75,120.35,119.91,118.80,117.24,104.59,72.50,120.35,98.61,104.80,100.04,75.00,99.63,115.14,98.87,91.56,98.28,101.70,87.52,106.18,111.88,82.76,78.99,114.77,79.43
06/07/2023,103.87,94.46,90.89,,88.27,89.39,96.26,112.72,122.39,123.46,105.30,96.46,90.49,87.08,86.31,85.61,86.89,91.87,102.99,116.67,133.00,138.03,135.26,128.13,120.55,85.61,138.03,94.37,105.19,103.93,86.47,111.13,130.49,105.26,100.51,93.86,99.78,95.20,110.02,115.97,90.09,91.84,128.61,88.81
05/07/2023,105.40,94.82,86.23,,82.54,80.21,84.86,91.02,98.52,97.27,89.35,81.92,79.99,81.04,80.79,80.02,80.00,81.67,87.62,92.25,109.80,124.03,126.80,124.88,113.41,79.99,126.80,92.25,88.65,87.13,80.46,92.84,122.28,93.94,86.81,89.01,90.45,83.80,101.06,94.04,80.94,82.33,115.20,80.63
04/07/2023,86.92,77.04,75.73,,73.71,73.51,77.66,98.55,113.77,112.24,98.77,89.82,85.36,74.43,68.40,73.02,75.16,81.09,89.95,109.88,130.26,134.24,139.01,137.24,122.37,68.40,139.01,78.35,90.87,96.55,72.75,102.80,133.22,95.76,90.70,77.43,84.61,84.65,100.81,105.83,79.50,79.81,128.83,77.70
03/07/2023,75.83,70.79,67.82,,52.32,58.92,58.94,85.42,101.49,102.96,89.10,85.04,85.08,84.63,83.57,84.33,84.31,77.14,82.78,90.80,105.40,112.27,114.81,115.20,106.94,52.32,115.20,66.69,76.19,90.55,84.21,89.03,112.31,86.50,87.93,64.10,71.44,87.38,85.06,94.74,84.58,82.14,107.57,84.49
02/07/2023,63.35,56.44,45.59,,26.34,29.61,15.20,5.98,-9.84,-21.44,-32.55,-48.70,-58.90,-72.45,-112.02,-142.88,-118.69,-81.92,-25.58,41.09,69.63,85.92,90.97,92.42,89.75,-142.88,92.42,47.93,10.24,-40.40,-111.51,0.81,89.77,-0.53,-50.37,39.42,29.08,-75.95,49.31,-14.46,-73.02,-92.27,78.30,-92.27
01/07/2023,97.86,92.53,89.54,,80.30,77.34,76.06,77.66,72.79,77.08,52.03,36.07,27.41,22.12,7.24,2.76,6.98,14.96,46.29,72.21,92.07,93.41,93.87,90.13,81.75,2.76,97.86,90.06,75.96,48.15,9.78,56.38,89.79,61.69,38.10,85.61,83.01,28.96,85.27,69.89,23.21,17.75,87.24,17.10
30/06/2023,108.30,98.96,94.68,,92.34,92.63,101.26,114.95,117.91,124.47,117.88,108.28,102.70,97.93,93.82,91.21,92.04,92.01,96.85,111.09,111.91,111.15,111.97,112.19,108.08,91.21,124.47,98.57,106.69,113.33,93.75,102.97,110.85,104.36,103.35,98.03,102.63,103.54,105.37,118.80,100.68,93.03,111.07,97.66
29/06/2023,113.89,105.89,100.60,,99.26,100.28,105.12,113.39,121.24,129.95,112.67,103.12,100.61,99.28,97.56,96.79,98.92,100.74,108.60,124.48,129.89,128.28,123.50,121.95,116.88,96.79,129.95,104.91,110.01,111.59,98.14,115.93,122.65,110.54,108.55,104.17,107.46,104.86,112.52,119.31,100.14,101.26,124.16,99.38
28/06/2023,105.01,97.03,93.48,,92.68,92.29,97.20,114.58,122.56,128.00,110.35,101.68,97.53,93.36,90.45,91.75,91.83,94.58,104.16,118.68,139.28,144.61,140.00,129.93,119.64,90.45,144.61,97.05,106.66,109.39,91.85,114.18,133.55,108.78,105.14,96.28,101.85,100.62,112.42,118.87,95.76,95.58,132.02,94.43
27/06/2023,106.01,100.22,94.55,,91.54,91.39,98.06,118.55,129.96,126.29,103.39,92.68,90.37,85.13,83.78,82.03,83.77,82.99,95.08,111.98,130.98,136.68,131.43,126.16,117.20,82.03,136.68,98.08,109.49,103.18,83.68,105.26,127.87,104.59,97.37,96.96,103.79,93.43,111.81,119.55,87.99,85.97,125.74,86.29
26/06/2023,94.26,87.48,85.27,,82.18,82.36,89.98,108.79,109.74,109.73,93.88,87.92,83.16,78.48,71.51,67.19,75.83,80.42,85.68,94.00,110.14,112.83,110.37,109.86,103.05,67.19,112.83,87.30,97.72,93.67,73.25,92.56,109.03,92.25,86.50,86.92,92.51,83.46,98.01,105.54,80.27,77.28,106.71,77.35
25/06/2023,104.92,97.48,94.22,,93.72,91.39,89.12,88.44,83.12,76.02,55.81,27.54,17.43,9.56,-0.09,-2.43,7.97,26.15,67.54,96.07,114.50,117.71,122.96,120.79,109.92,-2.43,122.96,97.59,88.02,44.20,3.75,76.07,117.85,71.24,41.34,95.14,92.80,23.98,101.15,75.85,13.61,24.81,113.66,10.00
24/06/2023,110.49,104.82,100.43,,95.28,93.73,95.18,98.10,99.94,94.98,88.54,76.28,52.32,32.35,17.45,16.13,29.95,62.82,90.12,101.17,121.29,127.27,126.03,124.37,115.61,16.13,127.27,102.76,96.74,78.03,23.97,93.85,123.32,86.44,65.28,99.99,99.75,51.00,107.60,95.39,44.60,49.76,119.29,37.41
23/06/2023,104.02,98.94,95.25,,93.35,94.04,100.22,114.36,127.92,130.54,112.94,98.52,95.25,91.84,90.06,88.07,91.59,94.35,97.16,114.91,133.56,138.79,133.13,125.26,113.92,88.07,138.79,97.89,109.14,109.31,90.39,110.00,127.78,107.42,103.23,97.64,103.51,99.85,111.60,121.44,93.92,92.79,126.60,92.56
22/06/2023,125.91,114.90,111.04,,109.89,109.43,112.48,136.00,152.67,154.11,134.25,123.02,116.58,109.02,108.96,108.23,109.45,110.98,124.56,137.22,157.07,163.34,148.03,135.82,122.68,108.23,163.34,115.44,127.65,131.99,108.92,132.46,142.47,126.49,124.45,113.94,121.54,120.45,128.52,144.26,114.40,113.31,144.03,112.54
21/06/2023,118.73,110.67,107.01,,104.52,104.93,109.79,125.77,137.50,142.83,126.27,116.67,111.09,106.08,103.58,106.76,108.19,112.28,121.42,141.48,169.41,181.65,167.85,149.82,130.41,103.58,181.65,110.23,119.50,124.22,106.15,136.15,157.43,125.61,122.17,109.28,114.87,115.18,129.05,133.09,109.36,112.16,156.77,108.73
20/06/2023,112.87,107.76,104.60,,103.04,104.29,112.30,128.35,140.72,147.62,124.97,114.93,109.27,103.85,101.03,99.32,101.99,106.04,112.97,130.91,161.66,168.59,151.94,137.49,121.55,99.32,168.59,107.07,121.42,124.20,101.55,127.90,144.89,121.17,117.88,107.48,114.24,112.87,124.46,135.42,107.27,105.08,145.36,105.07
19/06/2023,103.92,100.05,97.23,,96.56,96.30,100.08,118.22,130.56,134.42,116.93,109.77,104.84,101.68,98.57,97.76,100.49,106.01,114.97,139.62,171.43,181.96,165.37,151.30,132.15,96.30,181.96,99.44,111.29,116.49,99.63,133.01,157.70,119.59,116.37,99.02,105.37,108.06,122.81,125.03,103.72,104.81,156.97,102.19
18/06/2023,116.14,111.10,111.15,,105.19,102.36,102.41,100.92,97.03,90.38,76.92,61.36,44.20,34.48,21.98,16.08,43.16,75.94,98.33,112.26,137.90,144.95,143.54,136.60,121.05,16.08,144.95,110.90,100.68,68.22,28.93,106.11,136.54,91.89,67.75,108.06,105.79,48.57,116.04,91.31,40.51,58.38,132.72,36.88
17/06/2023,116.56,110.59,106.63,,104.65,105.03,105.81,106.48,109.59,107.23,95.79,79.58,68.26,55.20,51.01,50.46,59.88,76.49,95.77,110.75,128.52,137.28,137.05,129.59,119.54,50.46,137.28,109.61,106.73,87.72,54.14,102.88,130.87,98.66,81.58,108.21,108.17,70.93,115.73,104.77,63.51,70.65,127.12,60.73
16/06/2023,124.28,116.18,111.72,,109.89,109.01,116.85,127.25,135.30,140.64,123.23,109.70,105.01,101.11,97.29,95.77,97.97,101.26,109.88,130.36,149.16,153.84,151.06,141.36,132.77,95.77,153.84,115.52,122.10,119.65,98.04,122.67,144.76,120.45,113.45,114.66,118.81,108.84,127.46,131.61,103.28,101.22,143.09,101.14
15/06/2023,107.83,102.04,99.95,,99.60,99.46,112.17,120.44,131.68,134.02,117.66,104.22,98.15,94.43,93.01,92.34,94.14,97.71,106.86,122.27,141.64,146.07,132.69,128.01,119.53,92.34,146.07,102.36,115.94,113.51,93.48,117.12,131.58,112.33,108.04,103.51,109.15,103.50,116.62,125.95,97.45,97.76,131.70,96.05
14/06/2023,93.73,86.91,85.75,,85.25,85.40,93.53,112.26,118.03,120.70,102.99,87.58,83.82,81.92,77.99,78.76,79.80,86.46,98.42,109.96,127.34,130.09,121.81,114.98,107.04,77.99,130.09,87.91,102.31,98.77,79.62,105.55,118.48,98.77,94.65,88.43,95.11,89.20,102.90,113.50,82.83,85.86,118.54,81.65
13/06/2023,97.98,89.77,88.54,,85.03,85.04,96.62,110.71,125.36,131.50,104.45,88.17,84.23,82.71,78.22,72.51,69.10,74.64,86.60,99.03,120.54,123.33,113.51,106.69,97.04,69.10,131.50,90.33,104.43,102.09,75.64,95.20,110.14,96.31,90.98,90.50,97.38,88.86,101.64,118.01,83.33,75.71,110.02,79.16
12/06/2023,95.74,88.48,81.18,,79.94,81.07,91.46,109.77,120.12,116.55,101.56,90.15,93.51,84.79,83.79,81.84,82.98,87.91,97.02,111.92,126.46,128.28,121.03,112.08,105.82,79.94,128.28,86.34,100.61,100.44,83.35,105.83,116.80,98.89,96.54,86.31,93.47,91.90,101.25,112.00,88.06,87.44,117.60,86.18
11/06/2023,83.32,73.67,69.56,,64.22,58.65,53.89,50.48,48.37,39.04,16.41,5.22,0.98,-13.52,-21.61,-27.66,-20.67,-2.92,21.83,78.97,94.74,103.57,103.37,100.87,95.84,-27.66,103.57,72.69,52.85,15.41,-20.87,48.16,100.91,44.86,14.23,67.22,62.77,-2.73,75.48,38.58,-7.23,-7.36,96.23,-12.88
10/06/2023,85.77,79.58,78.70,,75.76,74.37,75.05,75.73,76.33,75.14,57.84,37.99,26.32,13.00,9.58,8.82,9.60,19.36,54.19,75.05,87.58,92.66,90.03,81.94,78.21,8.82,92.66,79.95,75.37,49.32,10.25,59.05,85.71,59.94,39.54,78.21,77.66,29.79,80.34,71.26,21.72,22.99,84.25,17.55
09/06/2023,88.79,84.15,78.39,,76.44,75.67,84.62,97.49,99.04,98.09,90.29,82.85,76.88,73.32,69.51,66.04,67.68,69.93,77.36,92.19,102.52,103.39,100.64,95.30,88.06,66.04,103.39,81.94,89.21,87.03,69.14,85.50,96.85,84.94,80.56,81.34,85.57,78.08,89.33,96.23,75.64,70.25,97.02,72.71
08/06/2023,87.00,83.69,82.07,,82.81,82.92,83.53,91.05,93.59,89.80,78.21,70.28,65.08,59.08,53.17,52.12,59.19,65.04,79.07,88.82,97.72,103.13,97.02,94.27,90.15,52.12,103.13,83.89,87.77,75.84,55.89,82.66,96.14,80.37,71.47,83.67,85.83,65.87,89.27,88.16,61.90,63.86,95.19,59.82
07/06/2023,88.78,85.23,85.78,,88.54,89.35,94.97,99.83,107.87,112.65,99.23,91.95,86.60,81.09,78.27,76.75,78.68,84.15,91.07,100.22,107.74,108.75,109.03,102.81,93.77,76.75,112.65,87.08,98.01,97.61,78.70,95.80,103.59,93.46,90.70,88.78,92.54,88.15,96.23,104.90,84.48,82.66,103.72,82.22
06/06/2023,84.47,79.59,78.74,,79.06,80.97,85.75,91.50,98.83,105.06,93.22,84.88,80.47,78.04,75.88,72.58,74.64,79.69,89.26,96.15,98.15,101.11,100.06,97.57,90.06,72.58,105.06,80.47,89.26,90.91,75.29,90.81,97.20,87.32,85.67,81.43,84.86,83.10,88.98,97.15,79.82,79.04,97.18,77.75
05/06/2023,82.40,75.65,71.08,,68.12,72.24,82.60,88.87,98.17,101.54,86.82,78.09,70.66,69.24,64.19,64.13,67.00,69.69,79.92,92.82,106.75,111.95,106.76,97.68,88.78,64.13,111.95,74.31,85.47,84.28,66.14,87.30,101.29,83.13,79.24,75.35,79.89,75.21,87.03,93.85,70.55,70.19,100.79,68.89
04/06/2023,73.53,70.06,66.45,,65.07,64.55,65.08,64.06,58.06,45.04,14.73,-1.02,-8.84,-16.98,-53.73,-59.32,-29.27,-5.66,33.02,73.94,85.50,87.01,86.22,87.92,80.97,-59.32,87.92,68.78,62.94,12.48,-39.83,46.70,85.53,39.43,6.45,67.46,65.86,-13.67,72.42,45.47,-20.14,-15.31,83.59,-28.19
03/06/2023,83.89,80.78,79.57,,76.76,75.94,76.89,78.38,75.98,68.09,52.56,23.27,5.01,-1.32,-11.89,-11.74,-5.47,8.89,45.92,74.24,84.04,85.00,84.14,84.08,80.71,-11.89,85.00,80.25,76.80,37.23,-7.61,53.27,83.48,53.91,27.63,78.97,78.52,14.81,80.18,68.75,3.77,9.40,82.04,-0.36
02/06/2023,83.77,77.16,75.19,,73.35,72.92,82.60,86.98,94.13,92.80,82.01,69.33,55.22,41.77,23.73,20.94,25.68,55.29,71.42,83.90,93.41,99.35,96.82,89.08,82.82,20.94,99.35,77.37,84.16,74.84,28.03,76.01,92.02,72.07,59.63,77.50,80.76,51.44,84.51,88.98,47.51,43.33,90.90,39.45
01/06/2023,78.94,74.01,69.60,,66.49,67.89,74.55,86.15,95.07,91.91,80.14,67.05,60.06,29.42,16.17,17.21,42.94,56.72,64.82,82.64,101.99,100.45,95.76,84.06,80.49,16.17,101.99,72.26,80.92,74.79,26.44,76.54,90.19,70.19,59.26,71.91,76.59,50.61,81.12,88.32,43.18,45.42,90.90,38.81
31/05/2023,86.26,83.48,82.01,,80.99,83.48,86.64,103.22,107.90,99.26,82.74,66.51,43.87,34.15,33.87,34.20,31.35,46.82,67.06,86.44,101.72,109.22,94.94,89.36,82.03,31.35,109.22,83.19,95.31,73.10,33.39,75.51,93.89,75.73,60.67,83.81,89.25,53.24,90.79,98.28,44.60,44.86,93.95,40.66
30/05/2023,68.59,69.92,69.54,,69.82,70.71,78.07,100.12,107.36,94.68,84.99,76.82,68.61,56.15,46.83,40.55,47.56,59.81,75.13,87.69,115.50,119.93,110.79,95.32,87.27,40.55,119.93,69.47,89.07,81.28,47.77,84.53,103.33,79.24,71.19,71.11,79.27,64.52,87.29,96.79,62.10,55.76,102.75,56.09
29/05/2023,60.30,54.54,53.85,,52.01,50.03,54.55,57.38,63.06,40.48,15.04,9.53,9.56,9.57,9.57,9.50,9.52,34.10,36.18,66.22,66.84,70.61,74.04,73.18,68.29,9.50,74.04,55.18,56.26,18.65,9.54,50.84,71.53,43.66,26.34,54.21,55.72,14.10,60.99,43.99,9.56,22.33,69.86,9.54
28/05/2023,80.99,76.19,75.02,,72.23,72.19,71.74,67.83,56.94,36.65,2.65,-2.95,-11.17,-24.57,-44.07,-50.80,-40.18,-4.92,2.70,57.24,73.88,79.23,78.37,77.10,70.10,-50.80,80.99,76.11,67.18,6.30,-39.91,32.23,76.20,36.35,-0.46,74.73,71.64,-16.81,73.16,41.02,-20.69,-23.30,72.65,-28.96
27/05/2023,80.93,76.13,74.68,,72.44,73.27,73.99,77.01,76.20,71.25,58.08,38.42,12.93,9.52,6.58,5.79,2.09,10.65,51.47,80.03,94.86,97.08,99.41,96.63,93.45,2.09,99.41,76.05,75.12,45.17,6.00,59.25,96.64,59.70,36.81,75.24,75.58,25.58,82.60,70.64,16.86,17.50,93.58,12.56
26/05/2023,87.02,81.11,78.17,,75.64,78.27,83.10,99.48,102.72,92.71,74.80,68.79,70.92,59.42,58.05,66.27,66.66,68.42,71.12,85.01,102.84,113.96,103.31,94.78,90.79,58.05,113.96,80.49,90.89,76.81,62.60,81.85,100.71,82.22,73.75,80.55,85.69,69.70,90.70,92.43,64.30,68.12,98.45,65.02
25/05/2023,94.33,89.85,86.76,,85.23,85.96,93.60,105.58,118.14,106.44,87.66,74.85,74.19,68.41,68.19,68.00,67.51,69.54,72.15,94.19,111.02,111.94,108.53,99.81,90.02,67.51,118.14,89.04,100.82,85.79,68.03,86.73,102.58,88.83,80.18,89.29,94.93,76.91,97.48,104.46,71.41,69.30,102.59,70.19
24/05/2023,84.29,79.72,77.96,,76.11,78.86,87.16,101.59,105.79,105.31,96.18,89.86,87.01,90.24,91.50,94.98,92.55,89.69,99.61,105.79,124.34,128.40,121.53,105.72,101.52,76.11,128.40,79.52,93.35,94.59,92.32,104.86,114.29,96.49,97.26,80.68,86.44,93.45,95.72,102.22,89.65,94.21,114.55,91.02
23/05/2023,89.04,82.57,79.30,,80.21,84.93,90.91,101.14,102.85,100.98,94.06,82.47,78.49,74.08,74.98,77.83,78.18,78.28,78.20,87.30,95.47,100.98,99.95,94.96,90.59,74.08,102.85,82.78,94.96,89.00,76.27,84.81,96.62,87.41,83.36,84.49,88.87,82.63,91.45,99.76,77.51,78.12,94.88,77.67
22/05/2023,80.40,77.42,75.29,,70.72,74.36,84.65,101.07,105.76,106.05,97.69,83.05,77.70,75.93,75.00,75.04,78.86,79.73,99.82,108.11,126.20,124.06,116.24,103.44,96.92,70.72,126.20,75.96,91.46,91.12,76.21,103.47,110.17,91.40,90.27,77.14,83.71,83.67,92.53,102.64,77.92,83.36,112.50,77.60
