MTU (CET/CEST),Area,Resolution,Price,Currency
              01/06/2022 20:00 - 01/06/2022 21:00,BZN|CH,PT60M,260.34,EUR
              01/06/2022 21:00 - 01/06/2022 22:00,BZN|CH,PT60M,243.86,EUR
              01/06/2022 22:00 - 01/06/2022 23:00,BZN|CH,PT60M,235.05,EUR
              01/06/2022 23:00 - 02/06/2022 00:00,BZN|CH,PT60M,224.83,EUR
              02/06/2022 00:00 - 02/06/2022 01:00,BZN|CH,PT60M,202.07,EUR
              02/06/2022 01:00 - 02/06/2022 02:00,BZN|CH,PT60M,188.97,EUR
              02/06/2022 02:00 - 02/06/2022 03:00,BZN|CH,PT60M,183.92,EUR
              02/06/2022 03:00 - 02/06/2022 04:00,BZN|CH,PT60M,178.10,EUR
              02/06/2022 04:00 - 02/06/2022 05:00,BZN|CH,PT60M,177.46,EUR
              02/06/2022 05:00 - 02/06/2022 06:00,BZN|CH,PT60M,181.67,EUR
              02/06/2022 06:00 - 02/06/2022 07:00,BZN|CH,PT60M,208.03,EUR
              02/06/2022 07:00 - 02/06/2022 08:00,BZN|CH,PT60M,221.09,EUR
              02/06/2022 08:00 - 02/06/2022 09:00,BZN|CH,PT60M,216.21,EUR
              02/06/2022 09:00 - 02/06/2022 10:00,BZN|CH,PT60M,198.26,EUR
              02/06/2022 10:00 - 02/06/2022 11:00,BZN|CH,PT60M,184.31,EUR
              02/06/2022 11:00 - 02/06/2022 12:00,BZN|CH,PT60M,179.32,EUR
              02/06/2022 12:00 - 02/06/2022 13:00,BZN|CH,PT60M,178.53,EUR
              02/06/2022 13:00 - 02/06/2022 14:00,BZN|CH,PT60M,176.76,EUR
              02/06/2022 14:00 - 02/06/2022 15:00,BZN|CH,PT60M,170.70,EUR
              02/06/2022 15:00 - 02/06/2022 16:00,BZN|CH,PT60M,170.18,EUR
              02/06/2022 16:00 - 02/06/2022 17:00,BZN|CH,PT60M,179.60,EUR
              02/06/2022 17:00 - 02/06/2022 18:00,BZN|CH,PT60M,190.99,EUR
              02/06/2022 18:00 - 02/06/2022 19:00,BZN|CH,PT60M,218.76,EUR
              02/06/2022 19:00 - 02/06/2022 20:00,BZN|CH,PT60M,232.36,EUR
              02/06/2022 20:00 - 02/06/2022 21:00,BZN|CH,PT60M,237.18,EUR
              02/06/2022 21:00 - 02/06/2022 22:00,BZN|CH,PT60M,234.25,EUR
              02/06/2022 22:00 - 02/06/2022 23:00,BZN|CH,PT60M,226.60,EUR
              02/06/2022 23:00 - 03/06/2022 00:00,BZN|CH,PT60M,216.13,EUR
              03/06/2022 00:00 - 03/06/2022 01:00,BZN|CH,PT60M,184.63,EUR
              03/06/2022 01:00 - 03/06/2022 02:00,BZN|CH,PT60M,175.29,EUR
              03/06/2022 02:00 - 03/06/2022 03:00,BZN|CH,PT60M,171.26,EUR
              03/06/2022 03:00 - 03/06/2022 04:00,BZN|CH,PT60M,167.90,EUR
              03/06/2022 04:00 - 03/06/2022 05:00,BZN|CH,PT60M,170.04,EUR
              03/06/2022 05:00 - 03/06/2022 06:00,BZN|CH,PT60M,178.34,EUR
              03/06/2022 06:00 - 03/06/2022 07:00,BZN|CH,PT60M,208.04,EUR
              03/06/2022 07:00 - 03/06/2022 08:00,BZN|CH,PT60M,223.05,EUR
              03/06/2022 08:00 - 03/06/2022 09:00,BZN|CH,PT60M,223.04,EUR
              03/06/2022 09:00 - 03/06/2022 10:00,BZN|CH,PT60M,218.85,EUR
              03/06/2022 10:00 - 03/06/2022 11:00,BZN|CH,PT60M,206.22,EUR
              03/06/2022 11:00 - 03/06/2022 12:00,BZN|CH,PT60M,200.37,EUR
              03/06/2022 12:00 - 03/06/2022 13:00,BZN|CH,PT60M,189.82,EUR
              03/06/2022 13:00 - 03/06/2022 14:00,BZN|CH,PT60M,178.06,EUR
              03/06/2022 14:00 - 03/06/2022 15:00,BZN|CH,PT60M,169.86,EUR
              03/06/2022 15:00 - 03/06/2022 16:00,BZN|CH,PT60M,169.42,EUR
              03/06/2022 16:00 - 03/06/2022 17:00,BZN|CH,PT60M,175.97,EUR
              03/06/2022 17:00 - 03/06/2022 18:00,BZN|CH,PT60M,192.72,EUR
              03/06/2022 18:00 - 03/06/2022 19:00,BZN|CH,PT60M,211.23,EUR
              03/06/2022 19:00 - 03/06/2022 20:00,BZN|CH,PT60M,221.96,EUR
              03/06/2022 20:00 - 03/06/2022 21:00,BZN|CH,PT60M,221.80,EUR
              03/06/2022 21:00 - 03/06/2022 22:00,BZN|CH,PT60M,216.05,EUR
              03/06/2022 22:00 - 03/06/2022 23:00,BZN|CH,PT60M,215.10,EUR
              03/06/2022 23:00 - 04/06/2022 00:00,BZN|CH,PT60M,202.66,EUR
              04/06/2022 00:00 - 04/06/2022 01:00,BZN|CH,PT60M,184.81,EUR
              04/06/2022 01:00 - 04/06/2022 02:00,BZN|CH,PT60M,173.66,EUR
              04/06/2022 02:00 - 04/06/2022 03:00,BZN|CH,PT60M,169.04,EUR
              04/06/2022 03:00 - 04/06/2022 04:00,BZN|CH,PT60M,159.57,EUR
              04/06/2022 04:00 - 04/06/2022 05:00,BZN|CH,PT60M,158.04,EUR
              04/06/2022 05:00 - 04/06/2022 06:00,BZN|CH,PT60M,159.39,EUR
              04/06/2022 06:00 - 04/06/2022 07:00,BZN|CH,PT60M,166.72,EUR
              04/06/2022 07:00 - 04/06/2022 08:00,BZN|CH,PT60M,178.47,EUR
              04/06/2022 08:00 - 04/06/2022 09:00,BZN|CH,PT60M,176.53,EUR
              04/06/2022 09:00 - 04/06/2022 10:00,BZN|CH,PT60M,170.65,EUR
              04/06/2022 10:00 - 04/06/2022 11:00,BZN|CH,PT60M,169.31,EUR
              04/06/2022 11:00 - 04/06/2022 12:00,BZN|CH,PT60M,169.16,EUR
              04/06/2022 12:00 - 04/06/2022 13:00,BZN|CH,PT60M,167.99,EUR
              04/06/2022 13:00 - 04/06/2022 14:00,BZN|CH,PT60M,160.41,EUR
              04/06/2022 14:00 - 04/06/2022 15:00,BZN|CH,PT60M,154.63,EUR
              04/06/2022 15:00 - 04/06/2022 16:00,BZN|CH,PT60M,153.37,EUR
              04/06/2022 16:00 - 04/06/2022 17:00,BZN|CH,PT60M,155.01,EUR
              04/06/2022 17:00 - 04/06/2022 18:00,BZN|CH,PT60M,163.71,EUR
              04/06/2022 18:00 - 04/06/2022 19:00,BZN|CH,PT60M,181.56,EUR
              04/06/2022 19:00 - 04/06/2022 20:00,BZN|CH,PT60M,203.92,EUR
              04/06/2022 20:00 - 04/06/2022 21:00,BZN|CH,PT60M,205.04,EUR
              04/06/2022 21:00 - 04/06/2022 22:00,BZN|CH,PT60M,210.21,EUR
              04/06/2022 22:00 - 04/06/2022 23:00,BZN|CH,PT60M,209.84,EUR
              04/06/2022 23:00 - 05/06/2022 00:00,BZN|CH,PT60M,201.21,EUR
              05/06/2022 00:00 - 05/06/2022 01:00,BZN|CH,PT60M,183.25,EUR
              05/06/2022 01:00 - 05/06/2022 02:00,BZN|CH,PT60M,170.23,EUR
              05/06/2022 02:00 - 05/06/2022 03:00,BZN|CH,PT60M,165.03,EUR
              05/06/2022 03:00 - 05/06/2022 04:00,BZN|CH,PT60M,166.81,EUR
              05/06/2022 04:00 - 05/06/2022 05:00,BZN|CH,PT60M,164.01,EUR
              05/06/2022 05:00 - 05/06/2022 06:00,BZN|CH,PT60M,165.00,EUR
              05/06/2022 06:00 - 05/06/2022 07:00,BZN|CH,PT60M,164.90,EUR
              05/06/2022 07:00 - 05/06/2022 08:00,BZN|CH,PT60M,155.20,EUR
              05/06/2022 08:00 - 05/06/2022 09:00,BZN|CH,PT60M,155.14,EUR
              05/06/2022 09:00 - 05/06/2022 10:00,BZN|CH,PT60M,159.19,EUR
              05/06/2022 10:00 - 05/06/2022 11:00,BZN|CH,PT60M,167.90,EUR
              05/06/2022 11:00 - 05/06/2022 12:00,BZN|CH,PT60M,168.89,EUR
              05/06/2022 12:00 - 05/06/2022 13:00,BZN|CH,PT60M,168.05,EUR
              05/06/2022 13:00 - 05/06/2022 14:00,BZN|CH,PT60M,166.15,EUR
              05/06/2022 14:00 - 05/06/2022 15:00,BZN|CH,PT60M,166.16,EUR
              05/06/2022 15:00 - 05/06/2022 16:00,BZN|CH,PT60M,167.96,EUR
              05/06/2022 16:00 - 05/06/2022 17:00,BZN|CH,PT60M,168.63,EUR
              05/06/2022 17:00 - 05/06/2022 18:00,BZN|CH,PT60M,170.70,EUR
              05/06/2022 18:00 - 05/06/2022 19:00,BZN|CH,PT60M,171.64,EUR
              05/06/2022 19:00 - 05/06/2022 20:00,BZN|CH,PT60M,184.68,EUR
              05/06/2022 20:00 - 05/06/2022 21:00,BZN|CH,PT60M,191.08,EUR
              05/06/2022 21:00 - 05/06/2022 22:00,BZN|CH,PT60M,191.79,EUR
              05/06/2022 22:00 - 05/06/2022 23:00,BZN|CH,PT60M,200.03,EUR
              05/06/2022 23:00 - 06/06/2022 00:00,BZN|CH,PT60M,193.66,EUR
              06/06/2022 00:00 - 06/06/2022 01:00,BZN|CH,PT60M,166.07,EUR
              06/06/2022 01:00 - 06/06/2022 02:00,BZN|CH,PT60M,165.00,EUR
              06/06/2022 02:00 - 06/06/2022 03:00,BZN|CH,PT60M,163.68,EUR
              06/06/2022 03:00 - 06/06/2022 04:00,BZN|CH,PT60M,162.11,EUR
              06/06/2022 04:00 - 06/06/2022 05:00,BZN|CH,PT60M,159.90,EUR
              06/06/2022 05:00 - 06/06/2022 06:00,BZN|CH,PT60M,160.85,EUR
              06/06/2022 06:00 - 06/06/2022 07:00,BZN|CH,PT60M,151.54,EUR
              06/06/2022 07:00 - 06/06/2022 08:00,BZN|CH,PT60M,160.91,EUR
              06/06/2022 08:00 - 06/06/2022 09:00,BZN|CH,PT60M,160.89,EUR
              06/06/2022 09:00 - 06/06/2022 10:00,BZN|CH,PT60M,165.37,EUR
              06/06/2022 10:00 - 06/06/2022 11:00,BZN|CH,PT60M,166.39,EUR
              06/06/2022 11:00 - 06/06/2022 12:00,BZN|CH,PT60M,167.23,EUR
              06/06/2022 12:00 - 06/06/2022 13:00,BZN|CH,PT60M,167.89,EUR
              06/06/2022 13:00 - 06/06/2022 14:00,BZN|CH,PT60M,167.85,EUR
              06/06/2022 14:00 - 06/06/2022 15:00,BZN|CH,PT60M,166.66,EUR
              06/06/2022 15:00 - 06/06/2022 16:00,BZN|CH,PT60M,166.90,EUR
              06/06/2022 16:00 - 06/06/2022 17:00,BZN|CH,PT60M,164.26,EUR
              06/06/2022 17:00 - 06/06/2022 18:00,BZN|CH,PT60M,169.04,EUR
              06/06/2022 18:00 - 06/06/2022 19:00,BZN|CH,PT60M,169.08,EUR
              06/06/2022 19:00 - 06/06/2022 20:00,BZN|CH,PT60M,196.04,EUR
              06/06/2022 20:00 - 06/06/2022 21:00,BZN|CH,PT60M,205.40,EUR
              06/06/2022 21:00 - 06/06/2022 22:00,BZN|CH,PT60M,201.62,EUR
              06/06/2022 22:00 - 06/06/2022 23:00,BZN|CH,PT60M,204.90,EUR
              06/06/2022 23:00 - 07/06/2022 00:00,BZN|CH,PT60M,188.86,EUR
              07/06/2022 00:00 - 07/06/2022 01:00,BZN|CH,PT60M,183.07,EUR
              07/06/2022 01:00 - 07/06/2022 02:00,BZN|CH,PT60M,173.03,EUR
              07/06/2022 02:00 - 07/06/2022 03:00,BZN|CH,PT60M,168.69,EUR
              07/06/2022 03:00 - 07/06/2022 04:00,BZN|CH,PT60M,164.12,EUR
              07/06/2022 04:00 - 07/06/2022 05:00,BZN|CH,PT60M,162.68,EUR
              07/06/2022 05:00 - 07/06/2022 06:00,BZN|CH,PT60M,167.82,EUR
              07/06/2022 06:00 - 07/06/2022 07:00,BZN|CH,PT60M,192.04,EUR
              07/06/2022 07:00 - 07/06/2022 08:00,BZN|CH,PT60M,215.89,EUR
              07/06/2022 08:00 - 07/06/2022 09:00,BZN|CH,PT60M,220.23,EUR
              07/06/2022 09:00 - 07/06/2022 10:00,BZN|CH,PT60M,213.09,EUR
              07/06/2022 10:00 - 07/06/2022 11:00,BZN|CH,PT60M,208.96,EUR
              07/06/2022 11:00 - 07/06/2022 12:00,BZN|CH,PT60M,204.55,EUR
              07/06/2022 12:00 - 07/06/2022 13:00,BZN|CH,PT60M,198.65,EUR
              07/06/2022 13:00 - 07/06/2022 14:00,BZN|CH,PT60M,193.22,EUR
              07/06/2022 14:00 - 07/06/2022 15:00,BZN|CH,PT60M,184.00,EUR
              07/06/2022 15:00 - 07/06/2022 16:00,BZN|CH,PT60M,181.59,EUR
              07/06/2022 16:00 - 07/06/2022 17:00,BZN|CH,PT60M,177.14,EUR
              07/06/2022 17:00 - 07/06/2022 18:00,BZN|CH,PT60M,188.08,EUR
              07/06/2022 18:00 - 07/06/2022 19:00,BZN|CH,PT60M,214.84,EUR
              07/06/2022 19:00 - 07/06/2022 20:00,BZN|CH,PT60M,230.09,EUR
              07/06/2022 20:00 - 07/06/2022 21:00,BZN|CH,PT60M,236.17,EUR
              07/06/2022 21:00 - 07/06/2022 22:00,BZN|CH,PT60M,229.16,EUR
              07/06/2022 22:00 - 07/06/2022 23:00,BZN|CH,PT60M,224.49,EUR
              07/06/2022 23:00 - 08/06/2022 00:00,BZN|CH,PT60M,214.10,EUR
              08/06/2022 00:00 - 08/06/2022 01:00,BZN|CH,PT60M,185.17,EUR
              08/06/2022 01:00 - 08/06/2022 02:00,BZN|CH,PT60M,174.01,EUR
              08/06/2022 02:00 - 08/06/2022 03:00,BZN|CH,PT60M,176.96,EUR
              08/06/2022 03:00 - 08/06/2022 04:00,BZN|CH,PT60M,174.35,EUR
              08/06/2022 04:00 - 08/06/2022 05:00,BZN|CH,PT60M,173.21,EUR
              08/06/2022 05:00 - 08/06/2022 06:00,BZN|CH,PT60M,178.61,EUR
              08/06/2022 06:00 - 08/06/2022 07:00,BZN|CH,PT60M,201.92,EUR
              08/06/2022 07:00 - 08/06/2022 08:00,BZN|CH,PT60M,214.83,EUR
              08/06/2022 08:00 - 08/06/2022 09:00,BZN|CH,PT60M,216.35,EUR
              08/06/2022 09:00 - 08/06/2022 10:00,BZN|CH,PT60M,206.73,EUR
              08/06/2022 10:00 - 08/06/2022 11:00,BZN|CH,PT60M,199.08,EUR
              08/06/2022 11:00 - 08/06/2022 12:00,BZN|CH,PT60M,191.25,EUR
              08/06/2022 12:00 - 08/06/2022 13:00,BZN|CH,PT60M,184.98,EUR
              08/06/2022 13:00 - 08/06/2022 14:00,BZN|CH,PT60M,179.49,EUR
              08/06/2022 14:00 - 08/06/2022 15:00,BZN|CH,PT60M,177.66,EUR
              08/06/2022 15:00 - 08/06/2022 16:00,BZN|CH,PT60M,177.71,EUR
              08/06/2022 16:00 - 08/06/2022 17:00,BZN|CH,PT60M,177.08,EUR
              08/06/2022 17:00 - 08/06/2022 18:00,BZN|CH,PT60M,190.39,EUR
              08/06/2022 18:00 - 08/06/2022 19:00,BZN|CH,PT60M,204.66,EUR
              08/06/2022 19:00 - 08/06/2022 20:00,BZN|CH,PT60M,211.49,EUR
              08/06/2022 20:00 - 08/06/2022 21:00,BZN|CH,PT60M,211.61,EUR
              08/06/2022 21:00 - 08/06/2022 22:00,BZN|CH,PT60M,210.67,EUR
              08/06/2022 22:00 - 08/06/2022 23:00,BZN|CH,PT60M,203.75,EUR
              08/06/2022 23:00 - 09/06/2022 00:00,BZN|CH,PT60M,187.11,EUR
              09/06/2022 00:00 - 09/06/2022 01:00,BZN|CH,PT60M,179.49,EUR
              09/06/2022 01:00 - 09/06/2022 02:00,BZN|CH,PT60M,166.44,EUR
              09/06/2022 02:00 - 09/06/2022 03:00,BZN|CH,PT60M,163.56,EUR
              09/06/2022 03:00 - 09/06/2022 04:00,BZN|CH,PT60M,162.43,EUR
              09/06/2022 04:00 - 09/06/2022 05:00,BZN|CH,PT60M,162.87,EUR
              09/06/2022 05:00 - 09/06/2022 06:00,BZN|CH,PT60M,165.88,EUR
              09/06/2022 06:00 - 09/06/2022 07:00,BZN|CH,PT60M,196.28,EUR
              09/06/2022 07:00 - 09/06/2022 08:00,BZN|CH,PT60M,209.81,EUR
              09/06/2022 08:00 - 09/06/2022 09:00,BZN|CH,PT60M,209.87,EUR
              09/06/2022 09:00 - 09/06/2022 10:00,BZN|CH,PT60M,204.85,EUR
              09/06/2022 10:00 - 09/06/2022 11:00,BZN|CH,PT60M,199.23,EUR
              09/06/2022 11:00 - 09/06/2022 12:00,BZN|CH,PT60M,197.81,EUR
              09/06/2022 12:00 - 09/06/2022 13:00,BZN|CH,PT60M,179.91,EUR
              09/06/2022 13:00 - 09/06/2022 14:00,BZN|CH,PT60M,171.95,EUR
              09/06/2022 14:00 - 09/06/2022 15:00,BZN|CH,PT60M,171.60,EUR
              09/06/2022 15:00 - 09/06/2022 16:00,BZN|CH,PT60M,168.45,EUR
              09/06/2022 16:00 - 09/06/2022 17:00,BZN|CH,PT60M,165.43,EUR
              09/06/2022 17:00 - 09/06/2022 18:00,BZN|CH,PT60M,169.55,EUR
              09/06/2022 18:00 - 09/06/2022 19:00,BZN|CH,PT60M,190.31,EUR
              09/06/2022 19:00 - 09/06/2022 20:00,BZN|CH,PT60M,205.29,EUR
              09/06/2022 20:00 - 09/06/2022 21:00,BZN|CH,PT60M,209.12,EUR
              09/06/2022 21:00 - 09/06/2022 22:00,BZN|CH,PT60M,207.33,EUR
              09/06/2022 22:00 - 09/06/2022 23:00,BZN|CH,PT60M,208.66,EUR
              09/06/2022 23:00 - 10/06/2022 00:00,BZN|CH,PT60M,195.46,EUR
              10/06/2022 00:00 - 10/06/2022 01:00,BZN|CH,PT60M,196.01,EUR
              10/06/2022 01:00 - 10/06/2022 02:00,BZN|CH,PT60M,181.71,EUR
              10/06/2022 02:00 - 10/06/2022 03:00,BZN|CH,PT60M,174.55,EUR
              10/06/2022 03:00 - 10/06/2022 04:00,BZN|CH,PT60M,171.78,EUR
              10/06/2022 04:00 - 10/06/2022 05:00,BZN|CH,PT60M,169.11,EUR
              10/06/2022 05:00 - 10/06/2022 06:00,BZN|CH,PT60M,179.09,EUR
              10/06/2022 06:00 - 10/06/2022 07:00,BZN|CH,PT60M,208.43,EUR
              10/06/2022 07:00 - 10/06/2022 08:00,BZN|CH,PT60M,219.24,EUR
              10/06/2022 08:00 - 10/06/2022 09:00,BZN|CH,PT60M,215.69,EUR
              10/06/2022 09:00 - 10/06/2022 10:00,BZN|CH,PT60M,207.13,EUR
              10/06/2022 10:00 - 10/06/2022 11:00,BZN|CH,PT60M,198.09,EUR
              10/06/2022 11:00 - 10/06/2022 12:00,BZN|CH,PT60M,196.01,EUR
              10/06/2022 12:00 - 10/06/2022 13:00,BZN|CH,PT60M,190.06,EUR
              10/06/2022 13:00 - 10/06/2022 14:00,BZN|CH,PT60M,183.82,EUR
              10/06/2022 14:00 - 10/06/2022 15:00,BZN|CH,PT60M,173.49,EUR
              10/06/2022 15:00 - 10/06/2022 16:00,BZN|CH,PT60M,167.56,EUR
              10/06/2022 16:00 - 10/06/2022 17:00,BZN|CH,PT60M,167.77,EUR
              10/06/2022 17:00 - 10/06/2022 18:00,BZN|CH,PT60M,184.06,EUR
              10/06/2022 18:00 - 10/06/2022 19:00,BZN|CH,PT60M,206.77,EUR
              10/06/2022 19:00 - 10/06/2022 20:00,BZN|CH,PT60M,221.34,EUR
              10/06/2022 20:00 - 10/06/2022 21:00,BZN|CH,PT60M,223.92,EUR
              10/06/2022 21:00 - 10/06/2022 22:00,BZN|CH,PT60M,218.46,EUR
              10/06/2022 22:00 - 10/06/2022 23:00,BZN|CH,PT60M,217.13,EUR
              10/06/2022 23:00 - 11/06/2022 00:00,BZN|CH,PT60M,208.62,EUR
              11/06/2022 00:00 - 11/06/2022 01:00,BZN|CH,PT60M,193.06,EUR
              11/06/2022 01:00 - 11/06/2022 02:00,BZN|CH,PT60M,179.92,EUR
              11/06/2022 02:00 - 11/06/2022 03:00,BZN|CH,PT60M,171.18,EUR
              11/06/2022 03:00 - 11/06/2022 04:00,BZN|CH,PT60M,166.79,EUR
              11/06/2022 04:00 - 11/06/2022 05:00,BZN|CH,PT60M,167.65,EUR
              11/06/2022 05:00 - 11/06/2022 06:00,BZN|CH,PT60M,168.27,EUR
              11/06/2022 06:00 - 11/06/2022 07:00,BZN|CH,PT60M,169.36,EUR
              11/06/2022 07:00 - 11/06/2022 08:00,BZN|CH,PT60M,170.84,EUR
              11/06/2022 08:00 - 11/06/2022 09:00,BZN|CH,PT60M,170.89,EUR
              11/06/2022 09:00 - 11/06/2022 10:00,BZN|CH,PT60M,166.43,EUR
              11/06/2022 10:00 - 11/06/2022 11:00,BZN|CH,PT60M,165.45,EUR
              11/06/2022 11:00 - 11/06/2022 12:00,BZN|CH,PT60M,164.23,EUR
              11/06/2022 12:00 - 11/06/2022 13:00,BZN|CH,PT60M,162.15,EUR
              11/06/2022 13:00 - 11/06/2022 14:00,BZN|CH,PT60M,155.03,EUR
              11/06/2022 14:00 - 11/06/2022 15:00,BZN|CH,PT60M,157.23,EUR
              11/06/2022 15:00 - 11/06/2022 16:00,BZN|CH,PT60M,162.50,EUR
              11/06/2022 16:00 - 11/06/2022 17:00,BZN|CH,PT60M,167.59,EUR
              11/06/2022 17:00 - 11/06/2022 18:00,BZN|CH,PT60M,170.21,EUR
              11/06/2022 18:00 - 11/06/2022 19:00,BZN|CH,PT60M,173.64,EUR
              11/06/2022 19:00 - 11/06/2022 20:00,BZN|CH,PT60M,190.56,EUR
              11/06/2022 20:00 - 11/06/2022 21:00,BZN|CH,PT60M,198.47,EUR
              11/06/2022 21:00 - 11/06/2022 22:00,BZN|CH,PT60M,198.89,EUR
              11/06/2022 22:00 - 11/06/2022 23:00,BZN|CH,PT60M,196.94,EUR
              11/06/2022 23:00 - 12/06/2022 00:00,BZN|CH,PT60M,186.00,EUR
              12/06/2022 00:00 - 12/06/2022 01:00,BZN|CH,PT60M,186.02,EUR
              12/06/2022 01:00 - 12/06/2022 02:00,BZN|CH,PT60M,178.75,EUR
              12/06/2022 02:00 - 12/06/2022 03:00,BZN|CH,PT60M,177.27,EUR
              12/06/2022 03:00 - 12/06/2022 04:00,BZN|CH,PT60M,173.61,EUR
              12/06/2022 04:00 - 12/06/2022 05:00,BZN|CH,PT60M,171.85,EUR
              12/06/2022 05:00 - 12/06/2022 06:00,BZN|CH,PT60M,167.01,EUR
              12/06/2022 06:00 - 12/06/2022 07:00,BZN|CH,PT60M,164.96,EUR
              12/06/2022 07:00 - 12/06/2022 08:00,BZN|CH,PT60M,157.43,EUR
              12/06/2022 08:00 - 12/06/2022 09:00,BZN|CH,PT60M,155.02,EUR
              12/06/2022 09:00 - 12/06/2022 10:00,BZN|CH,PT60M,136.98,EUR
              12/06/2022 10:00 - 12/06/2022 11:00,BZN|CH,PT60M,142.19,EUR
              12/06/2022 11:00 - 12/06/2022 12:00,BZN|CH,PT60M,150.31,EUR
              12/06/2022 12:00 - 12/06/2022 13:00,BZN|CH,PT60M,149.10,EUR
              12/06/2022 13:00 - 12/06/2022 14:00,BZN|CH,PT60M,137.58,EUR
              12/06/2022 14:00 - 12/06/2022 15:00,BZN|CH,PT60M,115.74,EUR
              12/06/2022 15:00 - 12/06/2022 16:00,BZN|CH,PT60M,112.50,EUR
              12/06/2022 16:00 - 12/06/2022 17:00,BZN|CH,PT60M,134.12,EUR
              12/06/2022 17:00 - 12/06/2022 18:00,BZN|CH,PT60M,167.85,EUR
              12/06/2022 18:00 - 12/06/2022 19:00,BZN|CH,PT60M,177.15,EUR
              12/06/2022 19:00 - 12/06/2022 20:00,BZN|CH,PT60M,197.69,EUR
              12/06/2022 20:00 - 12/06/2022 21:00,BZN|CH,PT60M,211.69,EUR
              12/06/2022 21:00 - 12/06/2022 22:00,BZN|CH,PT60M,212.05,EUR
              12/06/2022 22:00 - 12/06/2022 23:00,BZN|CH,PT60M,211.08,EUR
              12/06/2022 23:00 - 13/06/2022 00:00,BZN|CH,PT60M,206.31,EUR
              13/06/2022 00:00 - 13/06/2022 01:00,BZN|CH,PT60M,187.25,EUR
              13/06/2022 01:00 - 13/06/2022 02:00,BZN|CH,PT60M,184.18,EUR
              13/06/2022 02:00 - 13/06/2022 03:00,BZN|CH,PT60M,184.63,EUR
              13/06/2022 03:00 - 13/06/2022 04:00,BZN|CH,PT60M,174.67,EUR
              13/06/2022 04:00 - 13/06/2022 05:00,BZN|CH,PT60M,172.74,EUR
              13/06/2022 05:00 - 13/06/2022 06:00,BZN|CH,PT60M,181.93,EUR
              13/06/2022 06:00 - 13/06/2022 07:00,BZN|CH,PT60M,198.80,EUR
              13/06/2022 07:00 - 13/06/2022 08:00,BZN|CH,PT60M,212.83,EUR
              13/06/2022 08:00 - 13/06/2022 09:00,BZN|CH,PT60M,218.88,EUR
              13/06/2022 09:00 - 13/06/2022 10:00,BZN|CH,PT60M,216.20,EUR
              13/06/2022 10:00 - 13/06/2022 11:00,BZN|CH,PT60M,211.42,EUR
              13/06/2022 11:00 - 13/06/2022 12:00,BZN|CH,PT60M,211.94,EUR
              13/06/2022 12:00 - 13/06/2022 13:00,BZN|CH,PT60M,208.27,EUR
              13/06/2022 13:00 - 13/06/2022 14:00,BZN|CH,PT60M,207.08,EUR
              13/06/2022 14:00 - 13/06/2022 15:00,BZN|CH,PT60M,206.08,EUR
              13/06/2022 15:00 - 13/06/2022 16:00,BZN|CH,PT60M,211.06,EUR
              13/06/2022 16:00 - 13/06/2022 17:00,BZN|CH,PT60M,211.00,EUR
              13/06/2022 17:00 - 13/06/2022 18:00,BZN|CH,PT60M,210.96,EUR
              13/06/2022 18:00 - 13/06/2022 19:00,BZN|CH,PT60M,214.25,EUR
              13/06/2022 19:00 - 13/06/2022 20:00,BZN|CH,PT60M,219.98,EUR
              13/06/2022 20:00 - 13/06/2022 21:00,BZN|CH,PT60M,221.65,EUR
              13/06/2022 21:00 - 13/06/2022 22:00,BZN|CH,PT60M,220.08,EUR
              13/06/2022 22:00 - 13/06/2022 23:00,BZN|CH,PT60M,220.48,EUR
              13/06/2022 23:00 - 14/06/2022 00:00,BZN|CH,PT60M,216.85,EUR
              14/06/2022 00:00 - 14/06/2022 01:00,BZN|CH,PT60M,197.94,EUR
              14/06/2022 01:00 - 14/06/2022 02:00,BZN|CH,PT60M,185.00,EUR
              14/06/2022 02:00 - 14/06/2022 03:00,BZN|CH,PT60M,183.97,EUR
              14/06/2022 03:00 - 14/06/2022 04:00,BZN|CH,PT60M,181.12,EUR
              14/06/2022 04:00 - 14/06/2022 05:00,BZN|CH,PT60M,179.84,EUR
              14/06/2022 05:00 - 14/06/2022 06:00,BZN|CH,PT60M,185.09,EUR
              14/06/2022 06:00 - 14/06/2022 07:00,BZN|CH,PT60M,215.92,EUR
              14/06/2022 07:00 - 14/06/2022 08:00,BZN|CH,PT60M,231.37,EUR
              14/06/2022 08:00 - 14/06/2022 09:00,BZN|CH,PT60M,231.45,EUR
              14/06/2022 09:00 - 14/06/2022 10:00,BZN|CH,PT60M,225.12,EUR
              14/06/2022 10:00 - 14/06/2022 11:00,BZN|CH,PT60M,221.00,EUR
              14/06/2022 11:00 - 14/06/2022 12:00,BZN|CH,PT60M,219.51,EUR
              14/06/2022 12:00 - 14/06/2022 13:00,BZN|CH,PT60M,211.98,EUR
              14/06/2022 13:00 - 14/06/2022 14:00,BZN|CH,PT60M,210.96,EUR
              14/06/2022 14:00 - 14/06/2022 15:00,BZN|CH,PT60M,207.97,EUR
              14/06/2022 15:00 - 14/06/2022 16:00,BZN|CH,PT60M,206.18,EUR
              14/06/2022 16:00 - 14/06/2022 17:00,BZN|CH,PT60M,206.83,EUR
              14/06/2022 17:00 - 14/06/2022 18:00,BZN|CH,PT60M,207.98,EUR
