MTU (CET/CEST),Area,Resolution,Price,Currency
              19/04/2022 07:00 - 19/04/2022 08:00,BZN|CH,PT60M,251.49,EUR
              19/04/2022 08:00 - 19/04/2022 09:00,BZN|CH,PT60M,255.03,EUR
              19/04/2022 09:00 - 19/04/2022 10:00,BZN|CH,PT60M,235.01,EUR
              19/04/2022 10:00 - 19/04/2022 11:00,BZN|CH,PT60M,216.44,EUR
              19/04/2022 11:00 - 19/04/2022 12:00,BZN|CH,PT60M,204.08,EUR
              19/04/2022 12:00 - 19/04/2022 13:00,BZN|CH,PT60M,195.02,EUR
              19/04/2022 13:00 - 19/04/2022 14:00,BZN|CH,PT60M,183.09,EUR
              19/04/2022 14:00 - 19/04/2022 15:00,BZN|CH,PT60M,175.04,EUR
              19/04/2022 15:00 - 19/04/2022 16:00,BZN|CH,PT60M,173.61,EUR
              19/04/2022 16:00 - 19/04/2022 17:00,BZN|CH,PT60M,183.54,EUR
              19/04/2022 17:00 - 19/04/2022 18:00,BZN|CH,PT60M,198.47,EUR
              19/04/2022 18:00 - 19/04/2022 19:00,BZN|CH,PT60M,229.40,EUR
              19/04/2022 19:00 - 19/04/2022 20:00,BZN|CH,PT60M,247.41,EUR
              19/04/2022 20:00 - 19/04/2022 21:00,BZN|CH,PT60M,243.64,EUR
              19/04/2022 21:00 - 19/04/2022 22:00,BZN|CH,PT60M,229.23,EUR
              19/04/2022 22:00 - 19/04/2022 23:00,BZN|CH,PT60M,218.79,EUR
              19/04/2022 23:00 - 20/04/2022 00:00,BZN|CH,PT60M,198.01,EUR
              20/04/2022 00:00 - 20/04/2022 01:00,BZN|CH,PT60M,197.05,EUR
              20/04/2022 01:00 - 20/04/2022 02:00,BZN|CH,PT60M,189.90,EUR
              20/04/2022 02:00 - 20/04/2022 03:00,BZN|CH,PT60M,183.01,EUR
              20/04/2022 03:00 - 20/04/2022 04:00,BZN|CH,PT60M,179.84,EUR
              20/04/2022 04:00 - 20/04/2022 05:00,BZN|CH,PT60M,182.62,EUR
              20/04/2022 05:00 - 20/04/2022 06:00,BZN|CH,PT60M,190.71,EUR
              20/04/2022 06:00 - 20/04/2022 07:00,BZN|CH,PT60M,231.96,EUR
              20/04/2022 07:00 - 20/04/2022 08:00,BZN|CH,PT60M,259.74,EUR
              20/04/2022 08:00 - 20/04/2022 09:00,BZN|CH,PT60M,259.38,EUR
              20/04/2022 09:00 - 20/04/2022 10:00,BZN|CH,PT60M,240.28,EUR
              20/04/2022 10:00 - 20/04/2022 11:00,BZN|CH,PT60M,219.94,EUR
              20/04/2022 11:00 - 20/04/2022 12:00,BZN|CH,PT60M,207.36,EUR
              20/04/2022 12:00 - 20/04/2022 13:00,BZN|CH,PT60M,199.00,EUR
              20/04/2022 13:00 - 20/04/2022 14:00,BZN|CH,PT60M,189.13,EUR
              20/04/2022 14:00 - 20/04/2022 15:00,BZN|CH,PT60M,179.90,EUR
              20/04/2022 15:00 - 20/04/2022 16:00,BZN|CH,PT60M,175.86,EUR
              20/04/2022 16:00 - 20/04/2022 17:00,BZN|CH,PT60M,175.72,EUR
              20/04/2022 17:00 - 20/04/2022 18:00,BZN|CH,PT60M,198.09,EUR
              20/04/2022 18:00 - 20/04/2022 19:00,BZN|CH,PT60M,231.20,EUR
              20/04/2022 19:00 - 20/04/2022 20:00,BZN|CH,PT60M,248.66,EUR
              20/04/2022 20:00 - 20/04/2022 21:00,BZN|CH,PT60M,248.43,EUR
              20/04/2022 21:00 - 20/04/2022 22:00,BZN|CH,PT60M,232.75,EUR
              20/04/2022 22:00 - 20/04/2022 23:00,BZN|CH,PT60M,215.93,EUR
              20/04/2022 23:00 - 21/04/2022 00:00,BZN|CH,PT60M,195.55,EUR
              21/04/2022 00:00 - 21/04/2022 01:00,BZN|CH,PT60M,185.99,EUR
              21/04/2022 01:00 - 21/04/2022 02:00,BZN|CH,PT60M,181.60,EUR
              21/04/2022 02:00 - 21/04/2022 03:00,BZN|CH,PT60M,178.69,EUR
              21/04/2022 03:00 - 21/04/2022 04:00,BZN|CH,PT60M,175.99,EUR
              21/04/2022 04:00 - 21/04/2022 05:00,BZN|CH,PT60M,178.30,EUR
              21/04/2022 05:00 - 21/04/2022 06:00,BZN|CH,PT60M,190.44,EUR
              21/04/2022 06:00 - 21/04/2022 07:00,BZN|CH,PT60M,226.64,EUR
              21/04/2022 07:00 - 21/04/2022 08:00,BZN|CH,PT60M,253.03,EUR
              21/04/2022 08:00 - 21/04/2022 09:00,BZN|CH,PT60M,247.14,EUR
              21/04/2022 09:00 - 21/04/2022 10:00,BZN|CH,PT60M,225.05,EUR
              21/04/2022 10:00 - 21/04/2022 11:00,BZN|CH,PT60M,205.37,EUR
              21/04/2022 11:00 - 21/04/2022 12:00,BZN|CH,PT60M,192.95,EUR
              21/04/2022 12:00 - 21/04/2022 13:00,BZN|CH,PT60M,187.43,EUR
              21/04/2022 13:00 - 21/04/2022 14:00,BZN|CH,PT60M,182.73,EUR
              21/04/2022 14:00 - 21/04/2022 15:00,BZN|CH,PT60M,173.60,EUR
              21/04/2022 15:00 - 21/04/2022 16:00,BZN|CH,PT60M,172.76,EUR
              21/04/2022 16:00 - 21/04/2022 17:00,BZN|CH,PT60M,174.36,EUR
              21/04/2022 17:00 - 21/04/2022 18:00,BZN|CH,PT60M,187.08,EUR
              21/04/2022 18:00 - 21/04/2022 19:00,BZN|CH,PT60M,199.14,EUR
              21/04/2022 19:00 - 21/04/2022 20:00,BZN|CH,PT60M,217.85,EUR
              21/04/2022 20:00 - 21/04/2022 21:00,BZN|CH,PT60M,215.80,EUR
              21/04/2022 21:00 - 21/04/2022 22:00,BZN|CH,PT60M,205.32,EUR
              21/04/2022 22:00 - 21/04/2022 23:00,BZN|CH,PT60M,195.86,EUR
              21/04/2022 23:00 - 22/04/2022 00:00,BZN|CH,PT60M,182.27,EUR
              22/04/2022 00:00 - 22/04/2022 01:00,BZN|CH,PT60M,191.09,EUR
              22/04/2022 01:00 - 22/04/2022 02:00,BZN|CH,PT60M,181.87,EUR
              22/04/2022 02:00 - 22/04/2022 03:00,BZN|CH,PT60M,178.53,EUR
              22/04/2022 03:00 - 22/04/2022 04:00,BZN|CH,PT60M,171.05,EUR
              22/04/2022 04:00 - 22/04/2022 05:00,BZN|CH,PT60M,170.49,EUR
              22/04/2022 05:00 - 22/04/2022 06:00,BZN|CH,PT60M,180.00,EUR
              22/04/2022 06:00 - 22/04/2022 07:00,BZN|CH,PT60M,214.81,EUR
              22/04/2022 07:00 - 22/04/2022 08:00,BZN|CH,PT60M,227.58,EUR
              22/04/2022 08:00 - 22/04/2022 09:00,BZN|CH,PT60M,225.27,EUR
              22/04/2022 09:00 - 22/04/2022 10:00,BZN|CH,PT60M,217.31,EUR
              22/04/2022 10:00 - 22/04/2022 11:00,BZN|CH,PT60M,214.55,EUR
              22/04/2022 11:00 - 22/04/2022 12:00,BZN|CH,PT60M,201.62,EUR
              22/04/2022 12:00 - 22/04/2022 13:00,BZN|CH,PT60M,201.11,EUR
              22/04/2022 13:00 - 22/04/2022 14:00,BZN|CH,PT60M,191.16,EUR
              22/04/2022 14:00 - 22/04/2022 15:00,BZN|CH,PT60M,175.84,EUR
              22/04/2022 15:00 - 22/04/2022 16:00,BZN|CH,PT60M,166.74,EUR
              22/04/2022 16:00 - 22/04/2022 17:00,BZN|CH,PT60M,168.85,EUR
              22/04/2022 17:00 - 22/04/2022 18:00,BZN|CH,PT60M,172.10,EUR
              22/04/2022 18:00 - 22/04/2022 19:00,BZN|CH,PT60M,185.43,EUR
              22/04/2022 19:00 - 22/04/2022 20:00,BZN|CH,PT60M,200.92,EUR
              22/04/2022 20:00 - 22/04/2022 21:00,BZN|CH,PT60M,203.48,EUR
              22/04/2022 21:00 - 22/04/2022 22:00,BZN|CH,PT60M,196.53,EUR
              22/04/2022 22:00 - 22/04/2022 23:00,BZN|CH,PT60M,190.92,EUR
              22/04/2022 23:00 - 23/04/2022 00:00,BZN|CH,PT60M,179.77,EUR
              23/04/2022 00:00 - 23/04/2022 01:00,BZN|CH,PT60M,178.80,EUR
              23/04/2022 01:00 - 23/04/2022 02:00,BZN|CH,PT60M,160.09,EUR
              23/04/2022 02:00 - 23/04/2022 03:00,BZN|CH,PT60M,154.07,EUR
              23/04/2022 03:00 - 23/04/2022 04:00,BZN|CH,PT60M,141.54,EUR
              23/04/2022 04:00 - 23/04/2022 05:00,BZN|CH,PT60M,133.88,EUR
              23/04/2022 05:00 - 23/04/2022 06:00,BZN|CH,PT60M,137.34,EUR
              23/04/2022 06:00 - 23/04/2022 07:00,BZN|CH,PT60M,142.53,EUR
              23/04/2022 07:00 - 23/04/2022 08:00,BZN|CH,PT60M,152.27,EUR
              23/04/2022 08:00 - 23/04/2022 09:00,BZN|CH,PT60M,163.39,EUR
              23/04/2022 09:00 - 23/04/2022 10:00,BZN|CH,PT60M,178.55,EUR
              23/04/2022 10:00 - 23/04/2022 11:00,BZN|CH,PT60M,175.91,EUR
              23/04/2022 11:00 - 23/04/2022 12:00,BZN|CH,PT60M,177.70,EUR
              23/04/2022 12:00 - 23/04/2022 13:00,BZN|CH,PT60M,161.92,EUR
              23/04/2022 13:00 - 23/04/2022 14:00,BZN|CH,PT60M,136.55,EUR
              23/04/2022 14:00 - 23/04/2022 15:00,BZN|CH,PT60M,105.91,EUR
              23/04/2022 15:00 - 23/04/2022 16:00,BZN|CH,PT60M,117.90,EUR
              23/04/2022 16:00 - 23/04/2022 17:00,BZN|CH,PT60M,145.07,EUR
              23/04/2022 17:00 - 23/04/2022 18:00,BZN|CH,PT60M,139.00,EUR
              23/04/2022 18:00 - 23/04/2022 19:00,BZN|CH,PT60M,173.72,EUR
              23/04/2022 19:00 - 23/04/2022 20:00,BZN|CH,PT60M,186.65,EUR
              23/04/2022 20:00 - 23/04/2022 21:00,BZN|CH,PT60M,188.19,EUR
              23/04/2022 21:00 - 23/04/2022 22:00,BZN|CH,PT60M,183.40,EUR
              23/04/2022 22:00 - 23/04/2022 23:00,BZN|CH,PT60M,180.97,EUR
              23/04/2022 23:00 - 24/04/2022 00:00,BZN|CH,PT60M,166.72,EUR
              24/04/2022 00:00 - 24/04/2022 01:00,BZN|CH,PT60M,174.10,EUR
              24/04/2022 01:00 - 24/04/2022 02:00,BZN|CH,PT60M,162.00,EUR
              24/04/2022 02:00 - 24/04/2022 03:00,BZN|CH,PT60M,161.03,EUR
              24/04/2022 03:00 - 24/04/2022 04:00,BZN|CH,PT60M,124.29,EUR
              24/04/2022 04:00 - 24/04/2022 05:00,BZN|CH,PT60M,104.43,EUR
              24/04/2022 05:00 - 24/04/2022 06:00,BZN|CH,PT60M,106.08,EUR
              24/04/2022 06:00 - 24/04/2022 07:00,BZN|CH,PT60M,90.33,EUR
              24/04/2022 07:00 - 24/04/2022 08:00,BZN|CH,PT60M,80.42,EUR
              24/04/2022 08:00 - 24/04/2022 09:00,BZN|CH,PT60M,140.57,EUR
              24/04/2022 09:00 - 24/04/2022 10:00,BZN|CH,PT60M,170.63,EUR
              24/04/2022 10:00 - 24/04/2022 11:00,BZN|CH,PT60M,170.09,EUR
              24/04/2022 11:00 - 24/04/2022 12:00,BZN|CH,PT60M,165.03,EUR
              24/04/2022 12:00 - 24/04/2022 13:00,BZN|CH,PT60M,163.62,EUR
              24/04/2022 13:00 - 24/04/2022 14:00,BZN|CH,PT60M,147.94,EUR
              24/04/2022 14:00 - 24/04/2022 15:00,BZN|CH,PT60M,131.03,EUR
              24/04/2022 15:00 - 24/04/2022 16:00,BZN|CH,PT60M,129.44,EUR
              24/04/2022 16:00 - 24/04/2022 17:00,BZN|CH,PT60M,130.61,EUR
              24/04/2022 17:00 - 24/04/2022 18:00,BZN|CH,PT60M,152.74,EUR
              24/04/2022 18:00 - 24/04/2022 19:00,BZN|CH,PT60M,179.38,EUR
              24/04/2022 19:00 - 24/04/2022 20:00,BZN|CH,PT60M,197.05,EUR
              24/04/2022 20:00 - 24/04/2022 21:00,BZN|CH,PT60M,203.44,EUR
              24/04/2022 21:00 - 24/04/2022 22:00,BZN|CH,PT60M,202.43,EUR
              24/04/2022 22:00 - 24/04/2022 23:00,BZN|CH,PT60M,195.78,EUR
              24/04/2022 23:00 - 25/04/2022 00:00,BZN|CH,PT60M,181.70,EUR
              25/04/2022 00:00 - 25/04/2022 01:00,BZN|CH,PT60M,176.06,EUR
              25/04/2022 01:00 - 25/04/2022 02:00,BZN|CH,PT60M,168.60,EUR
              25/04/2022 02:00 - 25/04/2022 03:00,BZN|CH,PT60M,167.06,EUR
              25/04/2022 03:00 - 25/04/2022 04:00,BZN|CH,PT60M,170.24,EUR
              25/04/2022 04:00 - 25/04/2022 05:00,BZN|CH,PT60M,175.88,EUR
              25/04/2022 05:00 - 25/04/2022 06:00,BZN|CH,PT60M,194.15,EUR
              25/04/2022 06:00 - 25/04/2022 07:00,BZN|CH,PT60M,222.06,EUR
              25/04/2022 07:00 - 25/04/2022 08:00,BZN|CH,PT60M,248.20,EUR
              25/04/2022 08:00 - 25/04/2022 09:00,BZN|CH,PT60M,251.18,EUR
              25/04/2022 09:00 - 25/04/2022 10:00,BZN|CH,PT60M,240.09,EUR
              25/04/2022 10:00 - 25/04/2022 11:00,BZN|CH,PT60M,233.76,EUR
              25/04/2022 11:00 - 25/04/2022 12:00,BZN|CH,PT60M,232.97,EUR
              25/04/2022 12:00 - 25/04/2022 13:00,BZN|CH,PT60M,222.69,EUR
              25/04/2022 13:00 - 25/04/2022 14:00,BZN|CH,PT60M,214.74,EUR
              25/04/2022 14:00 - 25/04/2022 15:00,BZN|CH,PT60M,204.30,EUR
              25/04/2022 15:00 - 25/04/2022 16:00,BZN|CH,PT60M,203.21,EUR
              25/04/2022 16:00 - 25/04/2022 17:00,BZN|CH,PT60M,201.13,EUR
              25/04/2022 17:00 - 25/04/2022 18:00,BZN|CH,PT60M,221.94,EUR
              25/04/2022 18:00 - 25/04/2022 19:00,BZN|CH,PT60M,245.34,EUR
              25/04/2022 19:00 - 25/04/2022 20:00,BZN|CH,PT60M,254.89,EUR
              25/04/2022 20:00 - 25/04/2022 21:00,BZN|CH,PT60M,254.27,EUR
              25/04/2022 21:00 - 25/04/2022 22:00,BZN|CH,PT60M,247.39,EUR
              25/04/2022 22:00 - 25/04/2022 23:00,BZN|CH,PT60M,240.30,EUR
              25/04/2022 23:00 - 26/04/2022 00:00,BZN|CH,PT60M,230.27,EUR
              26/04/2022 00:00 - 26/04/2022 01:00,BZN|CH,PT60M,238.51,EUR
              26/04/2022 01:00 - 26/04/2022 02:00,BZN|CH,PT60M,227.08,EUR
              26/04/2022 02:00 - 26/04/2022 03:00,BZN|CH,PT60M,218.44,EUR
              26/04/2022 03:00 - 26/04/2022 04:00,BZN|CH,PT60M,213.05,EUR
              26/04/2022 04:00 - 26/04/2022 05:00,BZN|CH,PT60M,215.06,EUR
              26/04/2022 05:00 - 26/04/2022 06:00,BZN|CH,PT60M,235.74,EUR
              26/04/2022 06:00 - 26/04/2022 07:00,BZN|CH,PT60M,264.05,EUR
              26/04/2022 07:00 - 26/04/2022 08:00,BZN|CH,PT60M,282.43,EUR
              26/04/2022 08:00 - 26/04/2022 09:00,BZN|CH,PT60M,293.73,EUR
              26/04/2022 09:00 - 26/04/2022 10:00,BZN|CH,PT60M,269.42,EUR
              26/04/2022 10:00 - 26/04/2022 11:00,BZN|CH,PT60M,256.25,EUR
              26/04/2022 11:00 - 26/04/2022 12:00,BZN|CH,PT60M,248.26,EUR
              26/04/2022 12:00 - 26/04/2022 13:00,BZN|CH,PT60M,238.65,EUR
              26/04/2022 13:00 - 26/04/2022 14:00,BZN|CH,PT60M,222.39,EUR
              26/04/2022 14:00 - 26/04/2022 15:00,BZN|CH,PT60M,216.82,EUR
              26/04/2022 15:00 - 26/04/2022 16:00,BZN|CH,PT60M,214.10,EUR
              26/04/2022 16:00 - 26/04/2022 17:00,BZN|CH,PT60M,214.23,EUR
              26/04/2022 17:00 - 26/04/2022 18:00,BZN|CH,PT60M,241.02,EUR
              26/04/2022 18:00 - 26/04/2022 19:00,BZN|CH,PT60M,259.84,EUR
              26/04/2022 19:00 - 26/04/2022 20:00,BZN|CH,PT60M,276.03,EUR
              26/04/2022 20:00 - 26/04/2022 21:00,BZN|CH,PT60M,274.23,EUR
              26/04/2022 21:00 - 26/04/2022 22:00,BZN|CH,PT60M,265.28,EUR
              26/04/2022 22:00 - 26/04/2022 23:00,BZN|CH,PT60M,251.73,EUR
              26/04/2022 23:00 - 27/04/2022 00:00,BZN|CH,PT60M,238.44,EUR
              27/04/2022 00:00 - 27/04/2022 01:00,BZN|CH,PT60M,219.98,EUR
              27/04/2022 01:00 - 27/04/2022 02:00,BZN|CH,PT60M,214.79,EUR
              27/04/2022 02:00 - 27/04/2022 03:00,BZN|CH,PT60M,206.09,EUR
              27/04/2022 03:00 - 27/04/2022 04:00,BZN|CH,PT60M,204.89,EUR
              27/04/2022 04:00 - 27/04/2022 05:00,BZN|CH,PT60M,205.23,EUR
              27/04/2022 05:00 - 27/04/2022 06:00,BZN|CH,PT60M,225.71,EUR
              27/04/2022 06:00 - 27/04/2022 07:00,BZN|CH,PT60M,255.35,EUR
              27/04/2022 07:00 - 27/04/2022 08:00,BZN|CH,PT60M,274.48,EUR
              27/04/2022 08:00 - 27/04/2022 09:00,BZN|CH,PT60M,273.46,EUR
              27/04/2022 09:00 - 27/04/2022 10:00,BZN|CH,PT60M,251.90,EUR
              27/04/2022 10:00 - 27/04/2022 11:00,BZN|CH,PT60M,230.45,EUR
              27/04/2022 11:00 - 27/04/2022 12:00,BZN|CH,PT60M,220.48,EUR
              27/04/2022 12:00 - 27/04/2022 13:00,BZN|CH,PT60M,211.80,EUR
              27/04/2022 13:00 - 27/04/2022 14:00,BZN|CH,PT60M,203.08,EUR
              27/04/2022 14:00 - 27/04/2022 15:00,BZN|CH,PT60M,197.87,EUR
              27/04/2022 15:00 - 27/04/2022 16:00,BZN|CH,PT60M,197.19,EUR
              27/04/2022 16:00 - 27/04/2022 17:00,BZN|CH,PT60M,200.33,EUR
              27/04/2022 17:00 - 27/04/2022 18:00,BZN|CH,PT60M,223.72,EUR
              27/04/2022 18:00 - 27/04/2022 19:00,BZN|CH,PT60M,245.54,EUR
              27/04/2022 19:00 - 27/04/2022 20:00,BZN|CH,PT60M,267.24,EUR
              27/04/2022 20:00 - 27/04/2022 21:00,BZN|CH,PT60M,265.29,EUR
              27/04/2022 21:00 - 27/04/2022 22:00,BZN|CH,PT60M,256.92,EUR
              27/04/2022 22:00 - 27/04/2022 23:00,BZN|CH,PT60M,242.61,EUR
              27/04/2022 23:00 - 28/04/2022 00:00,BZN|CH,PT60M,220.65,EUR
              28/04/2022 00:00 - 28/04/2022 01:00,BZN|CH,PT60M,241.91,EUR
              28/04/2022 01:00 - 28/04/2022 02:00,BZN|CH,PT60M,227.95,EUR
              28/04/2022 02:00 - 28/04/2022 03:00,BZN|CH,PT60M,224.34,EUR
              28/04/2022 03:00 - 28/04/2022 04:00,BZN|CH,PT60M,219.61,EUR
              28/04/2022 04:00 - 28/04/2022 05:00,BZN|CH,PT60M,223.25,EUR
              28/04/2022 05:00 - 28/04/2022 06:00,BZN|CH,PT60M,247.30,EUR
              28/04/2022 06:00 - 28/04/2022 07:00,BZN|CH,PT60M,276.56,EUR
              28/04/2022 07:00 - 28/04/2022 08:00,BZN|CH,PT60M,290.42,EUR
              28/04/2022 08:00 - 28/04/2022 09:00,BZN|CH,PT60M,285.32,EUR
              28/04/2022 09:00 - 28/04/2022 10:00,BZN|CH,PT60M,265.95,EUR
              28/04/2022 10:00 - 28/04/2022 11:00,BZN|CH,PT60M,247.41,EUR
              28/04/2022 11:00 - 28/04/2022 12:00,BZN|CH,PT60M,238.47,EUR
              28/04/2022 12:00 - 28/04/2022 13:00,BZN|CH,PT60M,224.95,EUR
              28/04/2022 13:00 - 28/04/2022 14:00,BZN|CH,PT60M,214.79,EUR
              28/04/2022 14:00 - 28/04/2022 15:00,BZN|CH,PT60M,209.22,EUR
              28/04/2022 15:00 - 28/04/2022 16:00,BZN|CH,PT60M,208.09,EUR
              28/04/2022 16:00 - 28/04/2022 17:00,BZN|CH,PT60M,213.11,EUR
              28/04/2022 17:00 - 28/04/2022 18:00,BZN|CH,PT60M,233.23,EUR
              28/04/2022 18:00 - 28/04/2022 19:00,BZN|CH,PT60M,265.50,EUR
              28/04/2022 19:00 - 28/04/2022 20:00,BZN|CH,PT60M,283.15,EUR
              28/04/2022 20:00 - 28/04/2022 21:00,BZN|CH,PT60M,287.07,EUR
              28/04/2022 21:00 - 28/04/2022 22:00,BZN|CH,PT60M,275.54,EUR
              28/04/2022 22:00 - 28/04/2022 23:00,BZN|CH,PT60M,260.73,EUR
              28/04/2022 23:00 - 29/04/2022 00:00,BZN|CH,PT60M,239.58,EUR
              29/04/2022 00:00 - 29/04/2022 01:00,BZN|CH,PT60M,209.64,EUR
              29/04/2022 01:00 - 29/04/2022 02:00,BZN|CH,PT60M,205.11,EUR
              29/04/2022 02:00 - 29/04/2022 03:00,BZN|CH,PT60M,204.39,EUR
              29/04/2022 03:00 - 29/04/2022 04:00,BZN|CH,PT60M,202.74,EUR
              29/04/2022 04:00 - 29/04/2022 05:00,BZN|CH,PT60M,204.78,EUR
              29/04/2022 05:00 - 29/04/2022 06:00,BZN|CH,PT60M,220.26,EUR
              29/04/2022 06:00 - 29/04/2022 07:00,BZN|CH,PT60M,251.61,EUR
              29/04/2022 07:00 - 29/04/2022 08:00,BZN|CH,PT60M,262.96,EUR
              29/04/2022 08:00 - 29/04/2022 09:00,BZN|CH,PT60M,265.88,EUR
              29/04/2022 09:00 - 29/04/2022 10:00,BZN|CH,PT60M,255.14,EUR
              29/04/2022 10:00 - 29/04/2022 11:00,BZN|CH,PT60M,229.71,EUR
              29/04/2022 11:00 - 29/04/2022 12:00,BZN|CH,PT60M,214.14,EUR
              29/04/2022 12:00 - 29/04/2022 13:00,BZN|CH,PT60M,203.85,EUR
              29/04/2022 13:00 - 29/04/2022 14:00,BZN|CH,PT60M,193.55,EUR
              29/04/2022 14:00 - 29/04/2022 15:00,BZN|CH,PT60M,192.35,EUR
              29/04/2022 15:00 - 29/04/2022 16:00,BZN|CH,PT60M,194.69,EUR
              29/04/2022 16:00 - 29/04/2022 17:00,BZN|CH,PT60M,202.31,EUR
              29/04/2022 17:00 - 29/04/2022 18:00,BZN|CH,PT60M,214.84,EUR
              29/04/2022 18:00 - 29/04/2022 19:00,BZN|CH,PT60M,246.82,EUR
              29/04/2022 19:00 - 29/04/2022 20:00,BZN|CH,PT60M,260.89,EUR
              29/04/2022 20:00 - 29/04/2022 21:00,BZN|CH,PT60M,262.32,EUR
              29/04/2022 21:00 - 29/04/2022 22:00,BZN|CH,PT60M,255.91,EUR
              29/04/2022 22:00 - 29/04/2022 23:00,BZN|CH,PT60M,243.39,EUR
              29/04/2022 23:00 - 30/04/2022 00:00,BZN|CH,PT60M,216.40,EUR
              30/04/2022 00:00 - 30/04/2022 01:00,BZN|CH,PT60M,224.31,EUR
              30/04/2022 01:00 - 30/04/2022 02:00,BZN|CH,PT60M,208.68,EUR
              30/04/2022 02:00 - 30/04/2022 03:00,BZN|CH,PT60M,204.04,EUR
              30/04/2022 03:00 - 30/04/2022 04:00,BZN|CH,PT60M,197.81,EUR
              30/04/2022 04:00 - 30/04/2022 05:00,BZN|CH,PT60M,196.90,EUR
              30/04/2022 05:00 - 30/04/2022 06:00,BZN|CH,PT60M,198.72,EUR
              30/04/2022 06:00 - 30/04/2022 07:00,BZN|CH,PT60M,203.42,EUR
              30/04/2022 07:00 - 30/04/2022 08:00,BZN|CH,PT60M,213.34,EUR
              30/04/2022 08:00 - 30/04/2022 09:00,BZN|CH,PT60M,214.61,EUR
              30/04/2022 09:00 - 30/04/2022 10:00,BZN|CH,PT60M,207.59,EUR
              30/04/2022 10:00 - 30/04/2022 11:00,BZN|CH,PT60M,197.07,EUR
              30/04/2022 11:00 - 30/04/2022 12:00,BZN|CH,PT60M,190.33,EUR
              30/04/2022 12:00 - 30/04/2022 13:00,BZN|CH,PT60M,183.02,EUR
              30/04/2022 13:00 - 30/04/2022 14:00,BZN|CH,PT60M,164.58,EUR
              30/04/2022 14:00 - 30/04/2022 15:00,BZN|CH,PT60M,154.90,EUR
              30/04/2022 15:00 - 30/04/2022 16:00,BZN|CH,PT60M,157.32,EUR
              30/04/2022 16:00 - 30/04/2022 17:00,BZN|CH,PT60M,173.38,EUR
              30/04/2022 17:00 - 30/04/2022 18:00,BZN|CH,PT60M,194.78,EUR
              30/04/2022 18:00 - 30/04/2022 19:00,BZN|CH,PT60M,210.45,EUR
              30/04/2022 19:00 - 30/04/2022 20:00,BZN|CH,PT60M,235.90,EUR
              30/04/2022 20:00 - 30/04/2022 21:00,BZN|CH,PT60M,239.23,EUR
              30/04/2022 21:00 - 30/04/2022 22:00,BZN|CH,PT60M,233.81,EUR
              30/04/2022 22:00 - 30/04/2022 23:00,BZN|CH,PT60M,231.62,EUR
              30/04/2022 23:00 - 01/05/2022 00:00,BZN|CH,PT60M,218.84,EUR
              01/05/2022 00:00 - 01/05/2022 01:00,BZN|CH,PT60M,203.02,EUR
              01/05/2022 01:00 - 01/05/2022 02:00,BZN|CH,PT60M,192.10,EUR
              01/05/2022 02:00 - 01/05/2022 03:00,BZN|CH,PT60M,189.04,EUR
              01/05/2022 03:00 - 01/05/2022 04:00,BZN|CH,PT60M,185.55,EUR
              01/05/2022 04:00 - 01/05/2022 05:00,BZN|CH,PT60M,183.99,EUR
              01/05/2022 05:00 - 01/05/2022 06:00,BZN|CH,PT60M,184.35,EUR
              01/05/2022 06:00 - 01/05/2022 07:00,BZN|CH,PT60M,184.54,EUR
              01/05/2022 07:00 - 01/05/2022 08:00,BZN|CH,PT60M,188.17,EUR
              01/05/2022 08:00 - 01/05/2022 09:00,BZN|CH,PT60M,185.69,EUR
              01/05/2022 09:00 - 01/05/2022 10:00,BZN|CH,PT60M,174.96,EUR
              01/05/2022 10:00 - 01/05/2022 11:00,BZN|CH,PT60M,169.98,EUR
              01/05/2022 11:00 - 01/05/2022 12:00,BZN|CH,PT60M,165.67,EUR
              01/05/2022 12:00 - 01/05/2022 13:00,BZN|CH,PT60M,158.67,EUR
              01/05/2022 13:00 - 01/05/2022 14:00,BZN|CH,PT60M,146.56,EUR
              01/05/2022 14:00 - 01/05/2022 15:00,BZN|CH,PT60M,138.03,EUR
              01/05/2022 15:00 - 01/05/2022 16:00,BZN|CH,PT60M,137.19,EUR
              01/05/2022 16:00 - 01/05/2022 17:00,BZN|CH,PT60M,148.88,EUR
              01/05/2022 17:00 - 01/05/2022 18:00,BZN|CH,PT60M,182.30,EUR
